Sensor_ID,Baseline_Resistance_Ohms
0,27626.15
1,37558.35
2,42794.9
3,41788.82
4,35184.73
5,44634.36
6,45301.25
7,45907.83
8,47001.92
9,45754.95
10,48305.81
11,47001.92
12,48725.57
13,49496.55
14,49496.55
15,48305.81
16,47646.51
17,48641.14
18,48810.25
19,49670.62
20,48810.25
21,49496.55
22,50199.01
23,51561.75
24,48305.81
25,49151.41
26,54176.42
27,52409.35
28,50918.22
29,50918.22
30,51009.33
31,54685.13
32,87167.16
33,51100.71
34,51009.33
35,53378.87
36,50466.71
37,50377.22
38,58028.08
39,62499.11
40,90021.7
41,63148.7
42,861364.44
43,52029.78
44,64077.9
45,108944.77
46,81713.57
47,81713.57
48,146809.88
49,158434.67
50,161975.84
51,158434.67
52,155704.97
53,167191.02
54,164172.88
55,167191.02
56,162702.02
57,161255.75
58,168739.63
59,167191.02
60,170315.53
61,164917.73
62,169524.13
63,165668.98
64,168739.63
65,169524.13
66,175214.38
67,171113.94
68,178630.77
69,183082.55
70,177764.91
71,182175.47
72,167191.02
73,175214.38
74,185855.86
75,190659.31
76,194675.0
77,191648.39
78,195704.14
79,211280.41
80,268514.44
81,195704.14
82,193656.09
83,210090.06
84,189679.88
85,187749.41
86,193656.09
87,208912.44
88,257587.41
89,155704.97
90,861364.44
91,170315.53
92,130631.02
93,182175.47
94,165668.98
95,165668.98
96,103337.61
97,106903.57
98,109992.31
99,109992.31
100,107915.35
101,113996.21
102,110345.59
103,112877.99
104,109291.9
105,110700.96
106,112143.66
107,110700.96
108,115134.95
109,112877.99
110,114373.48
111,112143.66
112,107576.14
113,113996.21
114,115905.77
115,110700.96
116,118276.26
117,119086.36
118,119906.74
119,122431.63
120,105255.28
121,110700.96
122,104931.19
123,118276.26
124,118680.02
125,115134.95
126,120320.87
127,126864.97
128,183998.22
129,119086.36
130,119086.36
131,125056.52
132,119495.26
133,118680.02
134,134100.34
135,139911.63
136,188709.95
137,107915.35
138,583498.19
139,121579.19
140,123295.2
141,178630.77
142,158434.67
143,158434.67
144,52504.97
145,52793.59
146,54480.68
147,54582.74
148,53576.4
149,55201.96
150,53182.58
151,53477.48
152,50021.84
153,52409.35
154,51284.3
155,49409.89
156,52987.48
157,52029.78
158,52029.78
159,51935.61
160,39765.37
161,51468.98
162,52218.99
163,46922.36
164,54378.94
165,53477.48
166,55621.39
167,57577.48
168,49845.72
169,52029.78
170,53975.16
171,56046.25
172,55833.13
173,54994.24
174,56585.1
175,60132.29
176,93048.8
177,56260.74
178,56476.62
179,58715.34
180,56046.25
181,56046.25
182,63943.71
183,68192.39
184,97664.48
185,62628.1
186,748393.56
187,56693.92
188,67894.05
189,101482.63
190,85800.06
191,85800.06
192,35949.24
193,35691.55
194,36001.13
195,36053.13
196,35640.36
197,36053.13
198,34738.09
199,35034.87
200,32675.42
201,34348.4
202,31290.57
203,32101.8
204,34012.93
205,32058.32
206,34108.26
207,33729.39
208,26610.43
209,33403.16
210,34060.55
211,25741.9
212,35742.86
213,35640.36
214,35845.82
215,37725.46
216,29526.5
217,32276.66
218,36262.32
219,35640.36
220,36473.41
221,35742.86
222,36901.41
223,39704.69
224,63676.8
225,36793.67
226,36847.48
227,38463.37
228,36686.43
229,36686.43
230,42186.62
231,45602.89
232,67597.96
233,43417.48
234,661350.38
235,37118.37
236,48980.34
237,81713.57
238,65307.78
239,65307.78
240,28699.64
241,27941.91
242,28699.64
243,28553.0
244,28480.09
245,28773.39
246,27836.08
247,27765.84
248,23586.93
249,27281.39
250,24704.93
251,24616.31
252,26742.69
253,26090.74
254,26942.87
255,26348.73
256,24498.84
257,27077.54
258,26775.9
259,23230.05
260,28263.01
261,28335.09
262,28371.24
263,29603.42
264,24498.84
265,26283.89
266,30835.0
267,28371.24
268,28996.3
269,28773.39
270,29526.5
271,31458.76
272,54378.94
273,29146.33
274,29297.52
275,30876.0
276,29221.78
277,29411.68
278,34156.08
279,36793.67
280,58028.08
281,37118.37
